"ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","P_15A19_F","P_15A19_M","P_20A24_F","P_20A24_M","P_25A29_F","P_25A29_M"
9,"Ciudad de México",0,"Total de la entidad Ciudad de México",0,"Total de la Entidad",319280,331109,355556,359049,380208,372081
9,"Ciudad de México",0,"Total de la entidad Ciudad de México",9998,"Localidades de una vivienda",10,21,12,11,12,16
9,"Ciudad de México",0,"Total de la entidad Ciudad de México",9999,"Localidades de dos viviendas",14,14,12,10,14,11
9,"Ciudad de México",2,"Azcapotzalco",0,"Total del Municipio",13711,14272,15561,15895,17506,16899
9,"Ciudad de México",2,"Azcapotzalco",1,"Azcapotzalco",13711,14272,15561,15895,17506,16899
9,"Ciudad de México",3,"Coyoacán",0,"Total del Municipio",19308,20091,23369,23667,23960,23879
9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán",19308,20091,23369,23667,23960,23879
9,"Ciudad de México",4,"Cuajimalpa de Morelos",0,"Total del Municipio",8334,8442,9464,8830,9718,8732
9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos",7085,7108,8082,7472,8392,7410
9,"Ciudad de México",4,"Cuajimalpa de Morelos",10,"Cruz Blanca",27,28,32,40,45,31
9,"Ciudad de México",4,"Cuajimalpa de Morelos",20,"San Lorenzo Acopilco",1025,1092,1156,1121,1112,1089
9,"Ciudad de México",4,"Cuajimalpa de Morelos",50,"La Venta",19,21,25,16,21,25
9,"Ciudad de México",4,"Cuajimalpa de Morelos",54,"Puerto las Cruces (Monte las Cruces)",54,49,57,47,58,54
9,"Ciudad de México",4,"Cuajimalpa de Morelos",55,"Teopazulco",2,2,1,5,2,6
9,"Ciudad de México",4,"Cuajimalpa de Morelos",56,"Valle de las Monjas",1,4,7,8,6,6
9,"Ciudad de México",4,"Cuajimalpa de Morelos",57,"Prolongación Constitución",8,10,8,7,2,5
9,"Ciudad de México",4,"Cuajimalpa de Morelos",58,"Paraje Río Borracho",6,2,2,7,3,3
9,"Ciudad de México",4,"Cuajimalpa de Morelos",59,"El Zarco",1,0,3,2,2,2
9,"Ciudad de México",4,"Cuajimalpa de Morelos",60,"La Bolsa (El Encinal)","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",62,"Los Campesinos [Rancho]",2,2,1,1,2,1
9,"Ciudad de México",4,"Cuajimalpa de Morelos",63,"Santa Rosa",42,47,28,36,30,32
9,"Ciudad de México",4,"Cuajimalpa de Morelos",64,"Paraje Cerro de los Padres","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",66,"Santa Laura [Rancho]",1,1,2,2,0,5
9,"Ciudad de México",4,"Cuajimalpa de Morelos",67,"La Papa [Escuela Niños Héroes]","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",70,"Punta Galicia",17,27,21,29,25,31
9,"Ciudad de México",4,"Cuajimalpa de Morelos",71,"Cola de Pato","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",73,"Los Aguacates",28,30,29,28,13,24
9,"Ciudad de México",4,"Cuajimalpa de Morelos",74,"Punta Ahuatenco",13,16,5,7,2,7
9,"Ciudad de México",4,"Cuajimalpa de Morelos",75,"Los Laureles [Rancho]","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",77,"Coatzehuaya",1,0,2,1,0,0
9,"Ciudad de México",4,"Cuajimalpa de Morelos",78,"La Loma","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",79,"Llanito Redondo","*","*","*","*","*","*"
9,"Ciudad de México",4,"Cuajimalpa de Morelos",9998,"Localidades de una vivienda",0,0,1,0,2,1
9,"Ciudad de México",4,"Cuajimalpa de Morelos",9999,"Localidades de dos viviendas",2,3,2,1,1,0
9,"Ciudad de México",5,"Gustavo A. Madero",0,"Total del Municipio",41281,43052,44809,46768,45079,46369
9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero",41281,43052,44809,46768,45079,46369
9,"Ciudad de México",6,"Iztacalco",0,"Total del Municipio",13495,14264,15293,15348,16154,15573
9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco",13495,14264,15293,15348,16154,15573
9,"Ciudad de México",7,"Iztapalapa",0,"Total del Municipio",70085,73108,74912,75828,76092,75498
9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa",70085,73108,74912,75828,76092,75498
9,"Ciudad de México",8,"La Magdalena Contreras",0,"Total del Municipio",9304,9585,9901,10068,10070,9763
9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras",9261,9537,9847,10012,10011,9714
9,"Ciudad de México",8,"La Magdalena Contreras",71,"Ejido de San Nicolás Totolapan",0,0,1,1,0,1
9,"Ciudad de México",8,"La Magdalena Contreras",75,"Segundo Dinamo",1,0,0,1,0,1
9,"Ciudad de México",8,"La Magdalena Contreras",79,"Las Golondrinas","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",83,"El Gavillero",19,18,16,16,25,19
9,"Ciudad de México",8,"La Magdalena Contreras",85,"El Ocotal (La Carbonera)",2,0,0,1,0,0
9,"Ciudad de México",8,"La Magdalena Contreras",88,"Totolapan",15,14,22,24,14,12
9,"Ciudad de México",8,"La Magdalena Contreras",89,"Sehuaya","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",94,"La Campana [Rancho]","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",96,"La Polea","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",98,"Valle del Tezontle","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",99,"Albergue Alpino Ajusco","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",100,"Los Cedros","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",101,"Ocotenco (La Loma Cazulco)",0,0,0,0,0,0
9,"Ciudad de México",8,"La Magdalena Contreras",102,"Los Tejocotes","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",104,"Rancho Viejo",2,1,4,1,6,4
9,"Ciudad de México",8,"La Magdalena Contreras",106,"Prolongación Ermitaño",0,2,2,2,4,3
9,"Ciudad de México",8,"La Magdalena Contreras",107,"Llanos de Acopilco","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",108,"Rincón Eslava",0,5,4,2,2,1
9,"Ciudad de México",8,"La Magdalena Contreras",109,"La Cañada [Parque]","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",111,"Rancho Chichicaspa",2,1,0,2,0,2
9,"Ciudad de México",8,"La Magdalena Contreras",112,"Paraje Chichicaspa",2,7,4,5,6,5
9,"Ciudad de México",8,"La Magdalena Contreras",113,"Meyuca","*","*","*","*","*","*"
9,"Ciudad de México",8,"La Magdalena Contreras",9998,"Localidades de una vivienda",0,0,1,1,1,0
9,"Ciudad de México",8,"La Magdalena Contreras",9999,"Localidades de dos viviendas",0,0,0,0,1,1
9,"Ciudad de México",9,"Milpa Alta",0,"Total del Municipio",6468,6977,6643,6748,6646,6303
9,"Ciudad de México",9,"Milpa Alta",1,"Villa Milpa Alta",679,789,773,757,755,708
9,"Ciudad de México",9,"Milpa Alta",11,"San Antonio Tecómitl",1152,1242,1170,1250,1274,1111
9,"Ciudad de México",9,"Milpa Alta",15,"San Bartolomé Xicomulco",206,232,199,198,184,180
9,"Ciudad de México",9,"Milpa Alta",17,"San Francisco Tecoxpa",603,629,627,693,577,568
9,"Ciudad de México",9,"Milpa Alta",24,"San Pablo Oztotepec",799,807,752,763,789,724
9,"Ciudad de México",9,"Milpa Alta",29,"San Pedro Atocpan",367,422,400,380,408,427
9,"Ciudad de México",9,"Milpa Alta",33,"San Salvador Cuauhtenco",759,781,810,794,761,744
9,"Ciudad de México",9,"Milpa Alta",36,"Santa Ana Tlacotenco",494,496,505,473,481,487
9,"Ciudad de México",9,"Milpa Alta",37,"Cruztitla",50,59,49,51,49,49
9,"Ciudad de México",9,"Milpa Alta",45,"Los Pinos (Totulan)",2,3,2,1,1,4
9,"Ciudad de México",9,"Milpa Alta",46,"Xoctonco",22,22,18,22,14,17
9,"Ciudad de México",9,"Milpa Alta",50,"Cozcatlán",0,0,2,0,3,0
9,"Ciudad de México",9,"Milpa Alta",52,"La Herradura (Séptima Curva)",5,6,4,7,4,2
9,"Ciudad de México",9,"Milpa Alta",54,"Zangahco",1,10,1,4,3,1
9,"Ciudad de México",9,"Milpa Alta",56,"Hueycotzingo",7,5,6,6,5,6
9,"Ciudad de México",9,"Milpa Alta",66,"Cuauhtec (El Mirador Santa Ana Tlacotenco)",1,0,1,0,0,0
9,"Ciudad de México",9,"Milpa Alta",67,"La Mora",9,8,6,7,13,12
9,"Ciudad de México",9,"Milpa Alta",68,"Metenco",19,28,19,19,18,18
9,"Ciudad de México",9,"Milpa Alta",72,"Tamasquititla",1,1,0,0,1,2
9,"Ciudad de México",9,"Milpa Alta",74,"San Agustín Xolco",2,2,3,3,1,2
9,"Ciudad de México",9,"Milpa Alta",77,"San Marcos (Tezocotitla)",7,9,11,11,10,6
9,"Ciudad de México",9,"Milpa Alta",81,"Cuyucalco",7,8,4,6,6,4
9,"Ciudad de México",9,"Milpa Alta",82,"Iztahuaca",4,3,5,4,2,2
9,"Ciudad de México",9,"Milpa Alta",83,"Tzotzomaco",2,2,1,0,1,1
9,"Ciudad de México",9,"Milpa Alta",84,"Tlatepexco",5,7,8,7,10,6
9,"Ciudad de México",9,"Milpa Alta",88,"San Paocotitla",11,10,12,12,8,6
9,"Ciudad de México",9,"Milpa Alta",90,"Tlacopac",2,9,3,2,5,6
9,"Ciudad de México",9,"Milpa Alta",92,"Tecolotzitzatzian (Tiapa)",0,0,0,1,1,2
9,"Ciudad de México",9,"Milpa Alta",95,"Tepetlapa",13,11,10,15,6,9
9,"Ciudad de México",9,"Milpa Alta",96,"Tequianquiztunco",0,0,0,1,2,1
9,"Ciudad de México",9,"Milpa Alta",98,"Tetexipezco",0,0,2,1,1,2
9,"Ciudad de México",9,"Milpa Alta",99,"Tetlicuili (El Encinal)",0,1,0,1,0,1
9,"Ciudad de México",9,"Milpa Alta",100,"Toltecas Parte Alta (Barrio Tenantitla)","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",101,"Texcalatlautenco",3,2,2,2,2,0
9,"Ciudad de México",9,"Milpa Alta",103,"Tezompa",13,3,15,11,10,15
9,"Ciudad de México",9,"Milpa Alta",104,"Teziuhtepec",5,4,5,5,7,8
9,"Ciudad de México",9,"Milpa Alta",105,"Tetzumpa",1,1,2,1,0,1
9,"Ciudad de México",9,"Milpa Alta",109,"Tlaxala",1,5,2,3,1,5
9,"Ciudad de México",9,"Milpa Alta",110,"Ahuapapatlapa","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",112,"Tetepanco",3,14,8,11,10,6
9,"Ciudad de México",9,"Milpa Alta",113,"Copexalco",2,1,4,1,4,1
9,"Ciudad de México",9,"Milpa Alta",115,"San José",12,17,10,21,14,11
9,"Ciudad de México",9,"Milpa Alta",116,"Hueytepetl (Bugambilias)",8,19,11,14,8,9
9,"Ciudad de México",9,"Milpa Alta",117,"Ocoximalipa",6,6,5,4,11,5
9,"Ciudad de México",9,"Milpa Alta",120,"Corralixpa",15,20,11,9,12,8
9,"Ciudad de México",9,"Milpa Alta",124,"El Rancho","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",126,"Coyocalli",0,0,1,3,4,2
9,"Ciudad de México",9,"Milpa Alta",129,"Tlapalan",1,3,2,0,3,2
9,"Ciudad de México",9,"Milpa Alta",130,"Retamatitla (Tepehualli)","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",131,"Texalco",8,9,4,9,5,6
9,"Ciudad de México",9,"Milpa Alta",134,"Queapilco",2,3,3,6,4,4
9,"Ciudad de México",9,"Milpa Alta",135,"Texococlixpa (Rancho Santa Elena)","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",138,"Barranca Seca (Pozo Ocho)",7,9,13,11,14,11
9,"Ciudad de México",9,"Milpa Alta",139,"Teatlaco",15,15,9,8,6,9
9,"Ciudad de México",9,"Milpa Alta",140,"Tlaloxtoc (Ejidos de Tecoxpa)",1,0,0,0,0,2
9,"Ciudad de México",9,"Milpa Alta",141,"Tezquizco",0,0,0,0,1,1
9,"Ciudad de México",9,"Milpa Alta",142,"Atuzanco",2,0,1,2,0,0
9,"Ciudad de México",9,"Milpa Alta",147,"El Potrero",0,1,0,0,1,0
9,"Ciudad de México",9,"Milpa Alta",151,"Miquixpa",5,0,0,5,3,4
9,"Ciudad de México",9,"Milpa Alta",152,"San Lorenzo Tlacoyucan",160,174,184,174,196,178
9,"Ciudad de México",9,"Milpa Alta",154,"Rinconada del Teoca",8,5,7,4,3,5
9,"Ciudad de México",9,"Milpa Alta",155,"Tepexomulco",5,7,4,8,7,6
9,"Ciudad de México",9,"Milpa Alta",156,"Temoclaluca",2,3,0,0,2,1
9,"Ciudad de México",9,"Milpa Alta",158,"Malacaxco",18,15,11,18,14,11
9,"Ciudad de México",9,"Milpa Alta",159,"Cuatlixco",1,0,2,1,0,0
9,"Ciudad de México",9,"Milpa Alta",161,"Coametzu",17,21,17,15,13,11
9,"Ciudad de México",9,"Milpa Alta",163,"Cuauhtunco",10,20,14,14,11,9
9,"Ciudad de México",9,"Milpa Alta",166,"La Era",0,3,1,0,0,0
9,"Ciudad de México",9,"Milpa Alta",167,"Tepetenco",14,19,11,11,10,13
9,"Ciudad de México",9,"Milpa Alta",168,"San Isidro Cuatepec",55,41,48,44,57,46
9,"Ciudad de México",9,"Milpa Alta",169,"Xaluis",6,10,10,7,12,9
9,"Ciudad de México",9,"Milpa Alta",171,"Tepetipac",11,18,19,6,21,10
9,"Ciudad de México",9,"Milpa Alta",172,"Tlatlalahuaya",4,4,2,2,1,1
9,"Ciudad de México",9,"Milpa Alta",173,"Texunco (Camino Real a Tlaltenami)",1,2,4,3,4,0
9,"Ciudad de México",9,"Milpa Alta",174,"Mecalco (Camino al Mirador)",10,9,8,9,15,9
9,"Ciudad de México",9,"Milpa Alta",176,"Zacatonco",17,17,17,26,18,15
9,"Ciudad de México",9,"Milpa Alta",178,"Xali",2,0,2,4,2,2
9,"Ciudad de México",9,"Milpa Alta",185,"Zacazontlipac",14,14,23,15,14,15
9,"Ciudad de México",9,"Milpa Alta",187,"Santa Catarina (Piedra Blanca)",5,12,8,6,6,8
9,"Ciudad de México",9,"Milpa Alta",188,"Cuauhtetec",10,11,14,20,9,10
9,"Ciudad de México",9,"Milpa Alta",189,"Huitlalpa",2,5,5,0,0,2
9,"Ciudad de México",9,"Milpa Alta",191,"Texcolipan",0,1,0,1,3,1
9,"Ciudad de México",9,"Milpa Alta",192,"Tetzmititla",2,0,3,3,1,1
9,"Ciudad de México",9,"Milpa Alta",195,"Tlaxiomulco",10,3,5,6,6,6
9,"Ciudad de México",9,"Milpa Alta",198,"Tecoloxtitla",6,9,3,7,8,6
9,"Ciudad de México",9,"Milpa Alta",199,"Tapalaco (Amacapultitla)",1,5,5,4,3,3
9,"Ciudad de México",9,"Milpa Alta",200,"Teacalco",1,1,0,0,2,0
9,"Ciudad de México",9,"Milpa Alta",202,"Cuauhzontlipan",4,4,6,9,5,4
9,"Ciudad de México",9,"Milpa Alta",203,"Huepaltepec",5,3,1,3,2,3
9,"Ciudad de México",9,"Milpa Alta",204,"Mecatlán (Rancho el Refugio)",3,4,3,2,0,1
9,"Ciudad de México",9,"Milpa Alta",205,"Tecupilco (Kilómetro 17.5)",5,5,3,4,5,3
9,"Ciudad de México",9,"Milpa Alta",206,"Xaxalpa",6,10,7,8,6,10
9,"Ciudad de México",9,"Milpa Alta",207,"Xaltepetitla",1,6,3,4,2,2
9,"Ciudad de México",9,"Milpa Alta",208,"Tetecolok",7,4,7,6,3,3
9,"Ciudad de México",9,"Milpa Alta",210,"Santa Rosa",9,5,5,7,12,13
9,"Ciudad de México",9,"Milpa Alta",211,"Olla de Piedra",6,9,7,4,3,2
9,"Ciudad de México",9,"Milpa Alta",213,"El Zapote (Techultepec)",1,6,0,1,3,2
9,"Ciudad de México",9,"Milpa Alta",214,"Maxulco (Barrio Cruztitla)",12,11,9,8,11,12
9,"Ciudad de México",9,"Milpa Alta",215,"Tecoxpa (El Pirul)",0,0,1,0,0,0
9,"Ciudad de México",9,"Milpa Alta",216,"Santa Martha Cosalan",4,1,3,5,5,5
9,"Ciudad de México",9,"Milpa Alta",217,"Zacuaztitla",17,23,23,27,17,19
9,"Ciudad de México",9,"Milpa Alta",218,"Rancho Paraíso Escondido","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",219,"Omaxa",13,6,10,5,6,7
9,"Ciudad de México",9,"Milpa Alta",222,"Ahuatitla (Ixmatunco)",3,2,3,2,2,4
9,"Ciudad de México",9,"Milpa Alta",223,"Texacazintla (Xacalixpa)",5,5,4,4,6,4
9,"Ciudad de México",9,"Milpa Alta",224,"Chichilesca",11,11,6,13,7,5
9,"Ciudad de México",9,"Milpa Alta",226,"Calle Capulines",0,2,0,0,0,0
9,"Ciudad de México",9,"Milpa Alta",227,"Temalacatl",2,1,2,2,3,4
9,"Ciudad de México",9,"Milpa Alta",228,"Temoayan",0,1,2,2,0,3
9,"Ciudad de México",9,"Milpa Alta",229,"Prolongación Xolotl",0,0,0,0,3,3
9,"Ciudad de México",9,"Milpa Alta",230,"Anayeli","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",233,"Las Cruces Parte Alta (Tehuepanco)",7,11,4,5,8,6
9,"Ciudad de México",9,"Milpa Alta",234,"Cuacualipa",0,1,2,5,4,2
9,"Ciudad de México",9,"Milpa Alta",235,"Tehuistitla",2,3,4,0,4,4
9,"Ciudad de México",9,"Milpa Alta",236,"Cuaxaltepec",0,0,1,1,0,0
9,"Ciudad de México",9,"Milpa Alta",237,"Tenopantitla","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",239,"Tecpallo",4,6,1,0,1,1
9,"Ciudad de México",9,"Milpa Alta",241,"Loma Bonita",5,6,1,0,3,2
9,"Ciudad de México",9,"Milpa Alta",242,"Cuacuahotlipa",12,16,20,16,14,10
9,"Ciudad de México",9,"Milpa Alta",243,"Nacatulatlaxco",1,1,0,1,1,1
9,"Ciudad de México",9,"Milpa Alta",244,"Tlacoxpa (Teshutla)",1,1,2,2,1,2
9,"Ciudad de México",9,"Milpa Alta",245,"Citlalcuac (Rancho el Paraíso Perdido)",7,8,4,8,1,0
9,"Ciudad de México",9,"Milpa Alta",246,"Atoctenco (Prolongación Niños Héroes)",4,6,0,7,5,3
9,"Ciudad de México",9,"Milpa Alta",248,"Paraje Huicalco",5,4,4,8,4,5
9,"Ciudad de México",9,"Milpa Alta",249,"Los Aguilar",0,0,0,0,1,0
9,"Ciudad de México",9,"Milpa Alta",250,"Tetexaloca",4,0,1,1,0,1
9,"Ciudad de México",9,"Milpa Alta",251,"Prolongación Justo Sierra",2,2,5,3,2,3
9,"Ciudad de México",9,"Milpa Alta",252,"Acatlahuco",4,4,4,5,7,7
9,"Ciudad de México",9,"Milpa Alta",253,"Xalmoyo",3,8,5,3,5,3
9,"Ciudad de México",9,"Milpa Alta",254,"Oluca",19,20,13,16,11,17
9,"Ciudad de México",9,"Milpa Alta",256,"Tlalcoxtepec",8,10,7,8,8,12
9,"Ciudad de México",9,"Milpa Alta",257,"Camino Viejo a Santa Cruz",3,3,4,4,1,2
9,"Ciudad de México",9,"Milpa Alta",258,"Concla (Camino a Tlaltenamic)","*","*","*","*","*","*"
9,"Ciudad de México",9,"Milpa Alta",264,"Panuca (Cuatexoxoco)",1,3,4,1,1,1
9,"Ciudad de México",9,"Milpa Alta",265,"Tlaltepec (Tlacoxtepec)",4,6,7,10,4,2
9,"Ciudad de México",9,"Milpa Alta",266,"Chimeo (Las Palmas)",6,7,9,12,1,5
9,"Ciudad de México",9,"Milpa Alta",268,"Moxala",6,6,6,5,7,9
9,"Ciudad de México",9,"Milpa Alta",269,"El Cerrito",6,9,10,15,15,8
9,"Ciudad de México",9,"Milpa Alta",271,"San Miguel (Tecoxomayehualtitla)",1,2,2,2,1,1
9,"Ciudad de México",9,"Milpa Alta",274,"Tlalmanco (Prolongación Benito Juárez)",0,0,1,1,1,0
9,"Ciudad de México",9,"Milpa Alta",275,"Tlalcocomoya",2,1,0,2,1,0
9,"Ciudad de México",9,"Milpa Alta",276,"Paraje Tatazquiopa",0,1,2,2,0,0
9,"Ciudad de México",9,"Milpa Alta",277,"Atoctenco",21,29,29,20,26,25
9,"Ciudad de México",9,"Milpa Alta",278,"Tecamac",6,1,3,1,1,2
9,"Ciudad de México",9,"Milpa Alta",280,"Teutlalpa",0,0,0,0,1,1
