"ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","P_15A19_F","P_15A19_M","P_20A24_F","P_20A24_M","P_25A29_F","P_25A29_M"
9,"Ciudad de México",12,"Tlalpan",278,"José María Morelos","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",280,"Tlalalpuente",1,2,0,1,1,0
9,"Ciudad de México",12,"Tlalpan",282,"Ocotla Chico",38,42,43,35,29,38
9,"Ciudad de México",12,"Tlalpan",283,"Paraje Atonco",3,2,1,2,0,0
9,"Ciudad de México",12,"Tlalpan",290,"La Herradura",37,44,33,41,34,40
9,"Ciudad de México",12,"Tlalpan",291,"Carretera al Ajusco",2,1,2,4,3,5
9,"Ciudad de México",12,"Tlalpan",295,"Chahualixcantitla",1,2,0,0,0,0
9,"Ciudad de México",12,"Tlalpan",296,"Lomas de San José",5,3,1,3,3,3
9,"Ciudad de México",12,"Tlalpan",300,"Colonia San Juan",5,11,7,11,8,11
9,"Ciudad de México",12,"Tlalpan",301,"Colonia Aguayoto",11,12,11,9,13,16
9,"Ciudad de México",12,"Tlalpan",302,"Los Encinos",3,4,6,5,1,3
9,"Ciudad de México",12,"Tlalpan",303,"Kilómetro 32.1","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",305,"Lienzo Charro Pepe Castro","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",310,"Camino a la Venta",3,4,2,2,3,2
9,"Ciudad de México",12,"Tlalpan",311,"La Monera",0,0,0,1,1,2
9,"Ciudad de México",12,"Tlalpan",316,"Huiquilahua","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",317,"El Tianguillo",1,0,0,0,0,0
9,"Ciudad de México",12,"Tlalpan",319,"Popotenco",0,2,1,0,0,0
9,"Ciudad de México",12,"Tlalpan",325,"Planta Abasolo",6,2,4,3,4,4
9,"Ciudad de México",12,"Tlalpan",326,"Cuauhtenco",1,1,0,0,0,1
9,"Ciudad de México",12,"Tlalpan",327,"Tepozán [Parque Ecoturístico]","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",328,"Ejidos de San Andrés Totoltepec",18,14,15,19,16,18
9,"Ciudad de México",12,"Tlalpan",330,"Área de los Venados (La SIREFA)","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",333,"Prolongación Acueducto",2,2,1,0,0,1
9,"Ciudad de México",12,"Tlalpan",335,"Rancho el Tordi...yo","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",337,"Rancho Yamel","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",339,"El Oyamel",2,0,0,1,0,0
9,"Ciudad de México",12,"Tlalpan",340,"Rancho Tres Hermanos","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",341,"Las Cruces","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",342,"Rancho Matamoros",0,2,1,0,0,1
9,"Ciudad de México",12,"Tlalpan",343,"Rancho Valentina","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",346,"Tepehuaxotla (Prolongación Pirámide)",11,3,11,14,6,5
9,"Ciudad de México",12,"Tlalpan",347,"Las Calaveras (Doña Cristy)","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",350,"Los Tlapancos",5,11,8,7,5,5
9,"Ciudad de México",12,"Tlalpan",351,"Carretera al Ajusco II",7,9,4,7,5,3
9,"Ciudad de México",12,"Tlalpan",353,"Camino Antiguo a Cuernavaca","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",354,"Acazacatongo",8,1,4,3,2,6
9,"Ciudad de México",12,"Tlalpan",355,"Acueducto 1ra. Sección",4,1,0,0,1,2
9,"Ciudad de México",12,"Tlalpan",356,"El Campo",1,3,0,0,0,0
9,"Ciudad de México",12,"Tlalpan",357,"Cuatzontle",3,3,0,1,1,0
9,"Ciudad de México",12,"Tlalpan",358,"El Arcoiris",14,12,7,10,8,9
9,"Ciudad de México",12,"Tlalpan",359,"Tixtapaltongo (Loma de Ahuayoto)",0,1,1,0,0,0
9,"Ciudad de México",12,"Tlalpan",360,"Rancho Ahuayoto",0,0,0,0,0,0
9,"Ciudad de México",12,"Tlalpan",361,"Oyametonco",0,0,1,0,1,0
9,"Ciudad de México",12,"Tlalpan",362,"Cansacaballos","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",364,"Bellavista","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",365,"Ojo de Agua","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",368,"Tepelancoxtla","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",371,"San Agustín","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",373,"Ispancolohuia",2,0,1,2,3,1
9,"Ciudad de México",12,"Tlalpan",374,"Paraje Tlalmenelolpa",6,1,4,4,3,5
9,"Ciudad de México",12,"Tlalpan",376,"Teteocotla",14,10,10,20,9,7
9,"Ciudad de México",12,"Tlalpan",377,"Paraje el Tezontle Acopiaxco","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",378,"Rancho Viejo",0,1,2,4,3,1
9,"Ciudad de México",12,"Tlalpan",379,"Paraje el Negro","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",381,"Ololica (Loloigque)",9,2,7,4,8,8
9,"Ciudad de México",12,"Tlalpan",383,"Tepacheras (Kilómetro 31)",1,5,3,5,4,7
9,"Ciudad de México",12,"Tlalpan",389,"La Loma","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",390,"La Reja",1,2,2,1,1,2
9,"Ciudad de México",12,"Tlalpan",391,"Popocotla",4,3,0,4,4,2
9,"Ciudad de México",12,"Tlalpan",392,"Colonia Cuauhtenco (Kilómetro 27)",3,2,1,2,2,4
9,"Ciudad de México",12,"Tlalpan",393,"Kilómetro 28 Sur",11,11,14,9,12,16
9,"Ciudad de México",12,"Tlalpan",394,"Paraje Buenavista",5,11,10,4,3,8
9,"Ciudad de México",12,"Tlalpan",395,"Los Encinos [Rancho]","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",396,"Tezontitla",34,50,31,33,36,42
9,"Ciudad de México",12,"Tlalpan",398,"Rancho Teo","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",399,"Piedra Suelta",15,10,11,9,10,9
9,"Ciudad de México",12,"Tlalpan",401,"El Retiro","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",403,"Las Castañas","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",404,"San Carlos","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",405,"Rancho Chato","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",406,"El Capricho","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",407,"El Sillar","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",409,"Rancho Nevado","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",410,"La Soledad",0,0,0,2,0,1
9,"Ciudad de México",12,"Tlalpan",413,"El Arco Amarillo","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",414,"El Guardita","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",415,"El Capricho","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",416,"Tlayelpa",4,8,6,7,3,5
9,"Ciudad de México",12,"Tlalpan",417,"Autriquie","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",418,"Cebadillas",2,3,3,5,1,1
9,"Ciudad de México",12,"Tlalpan",419,"Rancho Mac","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",420,"El Salitrillo",3,7,1,2,2,1
9,"Ciudad de México",12,"Tlalpan",421,"El Encanto","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",422,"Xoxoctongo",3,2,0,5,3,1
9,"Ciudad de México",12,"Tlalpan",423,"La Huerta",2,0,1,0,1,1
9,"Ciudad de México",12,"Tlalpan",424,"El Líder","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",426,"Pedregal del Xitle",2,0,0,1,1,1
9,"Ciudad de México",12,"Tlalpan",427,"Santa Ana",2,2,1,6,2,4
9,"Ciudad de México",12,"Tlalpan",428,"Tlapexco","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",429,"El Resumidero",10,5,4,8,6,8
9,"Ciudad de México",12,"Tlalpan",430,"Zamora",1,1,0,0,1,1
9,"Ciudad de México",12,"Tlalpan",431,"Acanceh","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",432,"Majadatonco","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",433,"Rancho Tequila","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",434,"La Loma","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",435,"La Manga Lagunitas","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",436,"Xililimoco",8,2,6,3,7,9
9,"Ciudad de México",12,"Tlalpan",437,"Tierra Blanca","*","*","*","*","*","*"
9,"Ciudad de México",12,"Tlalpan",438,"Ejido de San Miguel Xicalco",1,0,1,0,2,2
9,"Ciudad de México",12,"Tlalpan",439,"La Joyita",4,1,5,5,4,5
9,"Ciudad de México",12,"Tlalpan",440,"Ayopa",5,2,4,2,2,3
9,"Ciudad de México",12,"Tlalpan",9998,"Localidades de una vivienda",9,16,8,7,6,11
9,"Ciudad de México",12,"Tlalpan",9999,"Localidades de dos viviendas",4,3,5,4,6,5
9,"Ciudad de México",13,"Xochimilco",0,"Total del Municipio",17223,17733,18340,18639,17952,18611
9,"Ciudad de México",13,"Xochimilco",1,"Xochimilco",16677,17122,17760,18045,17415,18025
9,"Ciudad de México",13,"Xochimilco",91,"Tepemimilco",9,4,5,10,2,4
9,"Ciudad de México",13,"Xochimilco",96,"Ixotitla",3,7,9,8,12,12
9,"Ciudad de México",13,"Xochimilco",111,"Paraje Lila (El Ladrillo)",0,1,1,1,4,1
9,"Ciudad de México",13,"Xochimilco",112,"Paraje Texhuilo","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",113,"Zacapa",2,0,2,1,1,0
9,"Ciudad de México",13,"Xochimilco",118,"Barrio San Antonio (Cruz Monte)",13,16,16,14,8,17
9,"Ciudad de México",13,"Xochimilco",134,"Ampliación Chalmita",26,29,30,33,25,23
9,"Ciudad de México",13,"Xochimilco",135,"El Mirador (Tetexaloca)","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",136,"Tepexomulco",27,27,21,25,20,25
9,"Ciudad de México",13,"Xochimilco",137,"Tlachiultepec de Ahuayucan (Las Malvinas)",13,12,16,10,10,12
9,"Ciudad de México",13,"Xochimilco",138,"Tepetitla (Tlacoxpan)",4,11,5,4,4,4
9,"Ciudad de México",13,"Xochimilco",139,"Tlacualleli (El Calvario)",3,6,4,5,6,5
9,"Ciudad de México",13,"Xochimilco",140,"Tlaltepetla (Tehuistitla)",11,4,3,10,3,6
9,"Ciudad de México",13,"Xochimilco",143,"Tlalatlaco",3,6,3,2,5,5
9,"Ciudad de México",13,"Xochimilco",146,"Tlatzala (Cuayuca)",10,11,11,13,7,11
9,"Ciudad de México",13,"Xochimilco",147,"Isla de las Muñecas","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",151,"Tepuente",2,3,0,3,3,1
9,"Ciudad de México",13,"Xochimilco",157,"Tipipili",36,41,37,36,24,40
9,"Ciudad de México",13,"Xochimilco",160,"Tochuca (San Salvador)",16,22,13,25,15,27
9,"Ciudad de México",13,"Xochimilco",162,"Pepelaxtla",13,15,22,17,22,18
9,"Ciudad de México",13,"Xochimilco",163,"Tecacalango",9,14,7,4,5,11
9,"Ciudad de México",13,"Xochimilco",164,"Tzompole",2,3,1,4,1,0
9,"Ciudad de México",13,"Xochimilco",165,"Cacalco (Tepextenco)",0,2,0,2,0,2
9,"Ciudad de México",13,"Xochimilco",168,"Texalco (Joyas de Texalco)","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",169,"Apatlaco",4,3,1,3,5,3
9,"Ciudad de México",13,"Xochimilco",172,"Paraje de la Ciénega",2,3,2,2,2,3
9,"Ciudad de México",13,"Xochimilco",177,"Kilómetro 26","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",178,"Tlapizatil (Puente de Urrutia)",6,4,6,4,9,7
9,"Ciudad de México",13,"Xochimilco",180,"Tepexomulco las Rocas",1,1,4,2,1,3
9,"Ciudad de México",13,"Xochimilco",181,"Ocotitla Tepachuxiac",9,14,19,16,7,12
9,"Ciudad de México",13,"Xochimilco",182,"Tecuyo","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",183,"Hualpalcaltepec","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",184,"Atotle",16,22,9,12,18,15
9,"Ciudad de México",13,"Xochimilco",185,"Los Tejocotes",4,1,5,1,0,1
9,"Ciudad de México",13,"Xochimilco",187,"Tepepatlaxtle",6,7,8,5,6,8
9,"Ciudad de México",13,"Xochimilco",190,"Tixculco",2,3,3,2,1,3
9,"Ciudad de México",13,"Xochimilco",191,"Tecoexcontitla",11,8,11,12,19,12
9,"Ciudad de México",13,"Xochimilco",193,"El Potrero (Bosques de la Paz)",6,3,0,1,2,1
9,"Ciudad de México",13,"Xochimilco",195,"Paraje Tepanyecac",3,6,1,5,3,2
9,"Ciudad de México",13,"Xochimilco",196,"Tepepula",0,1,3,1,0,4
9,"Ciudad de México",13,"Xochimilco",197,"La Angostura",2,1,0,0,0,0
9,"Ciudad de México",13,"Xochimilco",198,"Sihuatlixpa",1,1,1,0,1,0
9,"Ciudad de México",13,"Xochimilco",201,"Cuatixi",3,3,3,3,1,2
9,"Ciudad de México",13,"Xochimilco",202,"Paraje Zacapa",37,39,42,41,40,40
9,"Ciudad de México",13,"Xochimilco",203,"Santa Catarina (Piedra Blanca)",1,1,2,4,1,2
9,"Ciudad de México",13,"Xochimilco",204,"Huepaltepec",7,3,4,1,1,3
9,"Ciudad de México",13,"Xochimilco",205,"Tecuanatla (Arenal Papanco)",3,8,6,7,4,9
9,"Ciudad de México",13,"Xochimilco",206,"Tepepecalachico (Inopilco)",2,0,0,0,0,2
9,"Ciudad de México",13,"Xochimilco",207,"Rancho la Flor","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",208,"Los Cedros","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",209,"Tepeclite",2,0,4,4,0,1
9,"Ciudad de México",13,"Xochimilco",210,"Acalipa",3,5,1,1,0,2
9,"Ciudad de México",13,"Xochimilco",213,"Ampliación Bugambilias (Nauhtecpan)",11,4,2,2,4,6
9,"Ciudad de México",13,"Xochimilco",214,"Tepeyecac (El Arenal)",7,4,3,5,4,4
9,"Ciudad de México",13,"Xochimilco",215,"Tepexomulco (Kilómetro 27.8)",0,0,0,0,1,0
9,"Ciudad de México",13,"Xochimilco",218,"Ixcuicuilco",1,1,2,1,2,2
9,"Ciudad de México",13,"Xochimilco",224,"Corralón Policía Federal de Caminos",0,1,1,0,0,1
9,"Ciudad de México",13,"Xochimilco",226,"Cocopalcuautla",1,2,4,2,1,4
9,"Ciudad de México",13,"Xochimilco",231,"Tecanco",15,11,17,20,10,13
9,"Ciudad de México",13,"Xochimilco",232,"Atlaxco",1,4,6,3,7,9
9,"Ciudad de México",13,"Xochimilco",234,"Barrio Nochicala",0,3,8,7,14,13
9,"Ciudad de México",13,"Xochimilco",236,"Camino Real a San Pedro",3,2,8,9,11,5
9,"Ciudad de México",13,"Xochimilco",237,"El Cedral",1,3,1,0,0,0
9,"Ciudad de México",13,"Xochimilco",238,"La Espejera",3,2,0,2,3,3
9,"Ciudad de México",13,"Xochimilco",239,"Ahuatitla (Texcopaxuli)",8,13,12,10,9,8
9,"Ciudad de México",13,"Xochimilco",242,"Atenco (Tlaquilpa)",0,4,8,2,0,4
9,"Ciudad de México",13,"Xochimilco",243,"Naxayopa",8,10,14,8,8,7
9,"Ciudad de México",13,"Xochimilco",244,"Coapantitla",2,4,0,4,4,4
9,"Ciudad de México",13,"Xochimilco",245,"San Martín","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",246,"Francisco Villa (Tepejoyuca)",1,2,0,4,0,1
9,"Ciudad de México",13,"Xochimilco",247,"Tecaxi","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",249,"Chililico",3,4,3,4,6,10
9,"Ciudad de México",13,"Xochimilco",251,"Camino al Panteón (Las Cruces)",5,4,1,2,0,1
9,"Ciudad de México",13,"Xochimilco",252,"Texopantitla (Chocolines)",8,8,7,10,13,8
9,"Ciudad de México",13,"Xochimilco",253,"Ilimunxutitla",6,0,3,2,6,2
9,"Ciudad de México",13,"Xochimilco",256,"La Cienega","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",257,"Los Pinos (Tecacahuaco)",7,20,17,11,19,13
9,"Ciudad de México",13,"Xochimilco",258,"Temamatla",4,13,10,8,9,6
9,"Ciudad de México",13,"Xochimilco",261,"Milahuaytitla",4,2,2,2,1,1
9,"Ciudad de México",13,"Xochimilco",262,"Nochicala (Pajaritos)",0,0,3,0,4,1
9,"Ciudad de México",13,"Xochimilco",263,"San Juan Diego (Matlacuaitla)",3,0,1,2,3,1
9,"Ciudad de México",13,"Xochimilco",264,"Paraje Tlahuiteco",0,1,0,0,3,1
9,"Ciudad de México",13,"Xochimilco",265,"Moyocalco",12,8,8,7,6,3
9,"Ciudad de México",13,"Xochimilco",266,"Cuahuticultitla",5,6,13,6,5,5
9,"Ciudad de México",13,"Xochimilco",267,"Tizilingo",10,16,11,13,13,15
9,"Ciudad de México",13,"Xochimilco",269,"Bosques de la Paz",7,9,12,11,10,6
9,"Ciudad de México",13,"Xochimilco",270,"Contlalco",4,1,4,1,3,6
9,"Ciudad de México",13,"Xochimilco",271,"Tlalmelaca",4,7,8,12,6,3
9,"Ciudad de México",13,"Xochimilco",273,"Zacazontlipac",34,27,28,35,21,30
9,"Ciudad de México",13,"Xochimilco",274,"Tepetlatzinco",0,2,0,0,0,0
9,"Ciudad de México",13,"Xochimilco",275,"El Corazón",1,1,1,3,3,0
9,"Ciudad de México",13,"Xochimilco",276,"Ocoxochoca",1,6,1,1,1,1
9,"Ciudad de México",13,"Xochimilco",277,"Texcalatlaco",1,0,0,1,3,3
9,"Ciudad de México",13,"Xochimilco",278,"Azizicantitla",1,4,3,5,4,3
9,"Ciudad de México",13,"Xochimilco",280,"Duraznotitla (Tlaquilpa)","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",281,"Ahuapixititla",2,0,1,1,2,1
9,"Ciudad de México",13,"Xochimilco",282,"El Corral",0,0,0,1,0,0
9,"Ciudad de México",13,"Xochimilco",283,"Axomulco",3,6,0,3,2,2
9,"Ciudad de México",13,"Xochimilco",284,"Oquetzalpa",6,1,3,2,3,4
9,"Ciudad de México",13,"Xochimilco",285,"Texcalpa",0,2,3,2,1,2
9,"Ciudad de México",13,"Xochimilco",286,"Acapa",0,1,0,0,1,0
9,"Ciudad de México",13,"Xochimilco",287,"Ototzingo (Acuario)",3,1,0,0,2,0
9,"Ciudad de México",13,"Xochimilco",288,"Tlalmenalqui","*","*","*","*","*","*"
9,"Ciudad de México",13,"Xochimilco",289,"Zacatongo",2,4,1,2,2,1
9,"Ciudad de México",13,"Xochimilco",290,"Ampliacion Tlapanoya Baja",3,5,2,5,1,3
9,"Ciudad de México",13,"Xochimilco",291,"Ampliación San Bartolo",5,6,1,4,3,4
9,"Ciudad de México",13,"Xochimilco",292,"Ampliación San Martín Caballero",1,2,1,0,1,1
9,"Ciudad de México",13,"Xochimilco",293,"Techachalictic",0,1,1,0,0,2
9,"Ciudad de México",13,"Xochimilco",294,"Las Cubetas",2,1,2,0,1,1
9,"Ciudad de México",13,"Xochimilco",295,"San Sebastián",1,0,2,3,1,0
9,"Ciudad de México",13,"Xochimilco",9998,"Localidades de una vivienda",0,0,0,1,1,1
9,"Ciudad de México",13,"Xochimilco",9999,"Localidades de dos viviendas",3,1,0,1,1,2
9,"Ciudad de México",14,"Benito Juárez",0,"Total del Municipio",9407,9563,12760,12351,19331,17844
9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez",9407,9563,12760,12351,19331,17844
9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio",15628,16162,19252,19045,25150,25021
9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc",15628,16162,19252,19045,25150,25021
9,"Ciudad de México",16,"Miguel Hidalgo",0,"Total del Municipio",11257,11337,13788,13256,18160,16511
9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo",11257,11337,13788,13256,18160,16511
9,"Ciudad de México",17,"Venustiano Carranza",0,"Total del Municipio",14875,15235,16380,16603,17693,17227
9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza",14875,15235,16380,16603,17693,17227